,index,address,bathrooms,country,detailedType,distance,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,newDevelopment,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
349,49,Santi Cosma e Damiano,2,it,{'typology': 'flat'},594072,False,2300,,False,False,False,False,False,41.2950469,13.7914893,Santi Cosma e Damiano,False,47,sale,,86000.0,811.0,17357174,flat,Latina,3,False,106.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/1e/56/93/214067815.jpg,https://www.idealista.it/immobile/17357174/
350,0,"Via Gisella Treglia, 36",1,it,"{'typology': 'flat', 'subTypology': 'penthouse'}",594062,False,,3,False,False,False,True,False,41.2523652,13.7154836,Minturno,False,4,sale,,53000.0,1039.0,14591337,penthouse,Latina,2,True,51.0,renew,"{'subtitle': 'Minturno', 'title': 'Ático en Via Gisella Treglia, 36'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/e8/90/26/154035108.jpg,https://www.idealista.it/immobile/14591337/
351,1,Traversa Bruno,1,it,{'typology': 'flat'},594059,False,AV0893 (39837934),bj,False,False,False,False,False,41.2664528,13.7406572,Minturno,False,12,sale,,65000.0,1032.0,9626591,flat,Latina,4,False,63.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Traversa Bruno'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/03/4e/c4/159396899.jpg,https://www.idealista.it/immobile/9626591/
352,2,LUIGI CADORNA,1,it,{'typology': 'flat'},594053,False,,bj,False,False,False,False,False,41.2681375,13.7435348,Minturno,False,10,sale,,89000.0,1113.0,16670972,flat,Latina,3,False,80.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en LUIGI CADORNA'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a3/cd/d1/200135899.jpg,https://www.idealista.it/immobile/16670972/
353,3,"Via cistrelli, 31",1,it,{'typology': 'flat'},594038,False,B/330 (54501553),en,False,False,False,False,False,41.2557104,13.7210054,Minturno,False,25,sale,,200000.0,1429.0,13631423,flat,Latina,4,True,140.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via cistrelli, 31'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/27/14/1a/154774359.jpg,https://www.idealista.it/immobile/13631423/
354,4,Via antonio sebastiani,2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",594037,False,,,False,False,,False,False,41.2575645,13.7243217,Minturno,False,3,sale,,100000.0,1563.0,12913587,chalet,Latina,3,False,64.0,good,"{'subtitle': 'Minturno', 'title': 'Casa independiente en Via antonio sebastiani'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a6/a4/8f/120709878.jpg,https://www.idealista.it/immobile/12913587/
355,5,"Via Miglio, 29 -25",1,it,{'typology': 'chalet'},594030,False,201268/2001 (Latin/1690939),,False,False,,True,False,41.2545967,13.7188514,Minturno,False,15,sale,,98250.0,1638.0,17900845,chalet,Latina,4,True,60.0,,"{'subtitle': 'Minturno', 'title': 'Chalet en Via Miglio, 29 -25'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/51/52/aa/225156069.jpg,https://www.idealista.it/immobile/17900845/
356,6,Minturno,1,it,{'typology': 'flat'},594006,False,8755RA31539,1,False,False,False,False,False,41.2533762,13.7161816,Minturno,False,6,sale,,110000.0,1467.0,18066486,flat,Latina,4,False,75.0,good,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/19/e3/23/228278840.jpg,https://www.idealista.it/immobile/18066486/
357,7,Via Giotto,2,it,"{'typology': 'chalet', 'subTypology': 'villa'}",594004,False,29/19,bj,False,False,,False,False,42.026802,14.8544033,Petacciato,False,8,sale,,430000.0,4300.0,17182515,chalet,Campobasso,4,False,100.0,,"{'subtitle': 'Petacciato', 'title': 'Villa en Via Giotto'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/aa/93/3d/210491676.jpg,https://www.idealista.it/immobile/17182515/
358,8,Via appia s/n,1,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593986,False,A347,,False,False,,False,False,41.2542762,13.7173816,Minturno,False,3,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",170000.0,1214.0,17529605,chalet,Latina,4,True,140.0,renew,"{'subtitle': 'Minturno', 'title': 'Villa en Via appia s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/0d/a1/3e/217550540.jpg,https://www.idealista.it/immobile/17529605/
359,9,Via Olmello,1,it,{'typology': 'flat'},593968,False,2020,2,False,False,False,False,False,41.2571668,13.722219,Minturno,False,18,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",89000.0,890.0,17371956,flat,Latina,3,False,100.0,renew,"{'subtitle': 'Minturno', 'title': 'Piso en Via Olmello'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/44/e4/54/214324632.jpg,https://www.idealista.it/immobile/17371956/
360,10,Via appia s/n,1,it,{'typology': 'flat'},593967,False,A282,1,False,False,False,False,False,41.2543359,13.7171161,Minturno,False,17,sale,,149000.0,1987.0,12814079,flat,Latina,3,True,75.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via appia s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c8/6c/10/117853455.jpg,https://www.idealista.it/immobile/12814079/
361,11,Via Appia s/n,1,it,{'typology': 'flat'},593966,False,Cp0124,en,False,False,False,False,False,41.2543412,13.717098,Minturno,False,15,sale,,125000.0,1157.0,15268487,flat,Latina,5,True,108.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Appia s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c0/0c/69/174680557.jpg,https://www.idealista.it/immobile/15268487/
362,12,Via APPIA s/n,1,it,"{'typology': 'flat', 'subTypology': 'penthouse'}",593966,False,A330,3,False,False,False,False,False,41.2543412,13.717098,Minturno,False,17,sale,,75000.0,1364.0,16240580,penthouse,Latina,2,True,55.0,good,"{'subtitle': 'Minturno', 'title': 'Ático en Via APPIA s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/26/09/a0/192613574.jpg,https://www.idealista.it/immobile/16240580/
363,13,Via appia s/n,1,it,{'typology': 'flat'},593966,False,A324,3,False,False,False,False,False,41.2543412,13.717098,Minturno,False,14,sale,,180000.0,3000.0,15564124,flat,Latina,2,True,60.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via appia s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/df/8e/52/179716881.jpg,https://www.idealista.it/immobile/15564124/
364,14,Via Sant'Albina s/n,1,it,{'typology': 'flat'},593955,False,a272,1,False,False,False,False,False,41.2532833,13.7149739,Minturno,False,14,sale,,135000.0,2250.0,12117496,flat,Latina,3,True,60.0,good,"{'subtitle': 'Minturno', 'title': ""Piso en Via Sant'Albina s/n""}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ab/46/59/102994591.jpg,https://www.idealista.it/immobile/12117496/
365,15,Via sant'albina s/n,1,it,{'typology': 'flat'},593955,False,a273,1,False,False,False,False,False,41.2532833,13.7149739,Minturno,False,6,sale,,110000.0,2750.0,12131190,flat,Latina,2,True,40.0,good,"{'subtitle': 'Minturno', 'title': ""Piso en Via sant'albina s/n""}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c8/b0/6c/103215528.jpg,https://www.idealista.it/immobile/12131190/
366,16,Sant`Agapito,2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593935,False,V039,,False,False,,True,False,41.5584463,14.2184984,Sant`Agapito,False,13,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",75000.0,469.0,15720962,chalet,Isernia,7,False,160.0,good,"{'subtitle': 'Sant`Agapito', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c3/72/a1/182610493.jpg,https://www.idealista.it/immobile/15720962/
367,17,Monteroduni,3,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593923,False,VRA-1300,,False,False,,False,False,41.5276218,14.1710831,Monteroduni,False,18,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",250000.0,78.0,12222518,chalet,Isernia,7,False,3200.0,good,"{'subtitle': 'Monteroduni', 'title': 'Villa'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/86/9a/e1/208703823.jpg,https://www.idealista.it/immobile/12222518/
368,18,Via Olmello s/n,2,it,{'typology': 'flat'},593915,False,A343,2,False,False,False,False,False,41.2573668,13.721519,Minturno,False,11,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",170000.0,1545.0,17067901,flat,Latina,4,True,110.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Olmello s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/76/50/84/208229710.jpg,https://www.idealista.it/immobile/17067901/
369,19,Via SAN SEBASTIANO,2,it,{'typology': 'flat'},593896,False,,2,False,False,False,False,False,41.2696203,13.7430456,Minturno,False,17,sale,,70000.0,438.0,17674273,flat,Latina,4,False,160.0,renew,"{'subtitle': 'Minturno', 'title': 'Piso en Via SAN SEBASTIANO'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c9/b5/ce/220861677.jpg,https://www.idealista.it/immobile/17674273/
370,20,"Via appia, 911",1,it,"{'typology': 'flat', 'subTypology': 'studio'}",593879,False,,2,False,False,False,False,False,41.2546839,13.7159687,Minturno,False,7,sale,,59000.0,1475.0,16851912,studio,Latina,1,True,40.0,good,"{'subtitle': 'Minturno', 'title': 'Estudio en Via appia, 911'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/10/10/a5/203702119.jpg,https://www.idealista.it/immobile/16851912/
371,21,Via italo balbo s/n,1,it,{'typology': 'flat'},593868,False,A310,1,False,False,False,False,False,41.2531406,13.7129654,Minturno,False,15,sale,,150000.0,2055.0,14613136,flat,Latina,3,True,73.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via italo balbo s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a8/b1/c6/154496863.jpg,https://www.idealista.it/immobile/14613136/
372,22,Minturno,1,it,{'typology': 'flat'},593857,False,01-V000246,bj,False,False,False,True,False,41.2524776,13.711563,Minturno,False,38,sale,,125000.0,2500.0,17714387,flat,Latina,3,False,50.0,good,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/9d/d4/78/221622966.jpg,https://www.idealista.it/immobile/17714387/
373,23,Via APPIA,2,it,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",593834,False,,,False,False,,True,False,41.2550412,13.715698,Minturno,False,14,sale,,260000.0,433.0,18019832,countryHouse,Latina,3,False,600.0,renew,"{'subtitle': 'Minturno', 'title': 'Casa de pueblo en Via APPIA'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/95/6d/3b/227406139.jpg,https://www.idealista.it/immobile/18019832/
374,24,Via Gino Bartali s/n,2,it,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",593830,False,,,False,False,,False,False,41.2562125,13.7177221,Minturno,False,11,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",150000.0,909.0,16785060,chalet,Latina,5,True,165.0,good,"{'subtitle': 'Minturno', 'title': 'Chalet pareado en Via Gino Bartali s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/89/d5/52/202540312.jpg,https://www.idealista.it/immobile/16785060/
375,25,Via Appia,1,it,{'typology': 'flat'},593826,False,a79,2,False,False,False,False,False,41.2559948,13.717252,Minturno,False,7,sale,,79000.0,1129.0,7421804,flat,Latina,3,False,70.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Appia'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/fe/c9/1c/27759267.jpg,https://www.idealista.it/immobile/7421804/
376,26,Via guglielmo marconi s/n,1,it,{'typology': 'flat'},593807,False,A325,2,False,False,False,False,False,41.2531373,13.7117356,Minturno,False,22,sale,,155000.0,2500.0,15665911,flat,Latina,3,True,62.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via guglielmo marconi s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/5f/d6/f2/181549780.jpg,https://www.idealista.it/immobile/15665911/
377,27,"Viale IPPOCRATE, 16",3,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593798,False,VRA-1491,,False,False,,False,False,41.5987459,14.2765945,Pesche,False,17,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",200000.0,571.0,15649202,chalet,Isernia,8,True,350.0,good,"{'subtitle': 'Pesche', 'title': 'Villa en Viale IPPOCRATE, 16'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/bf/f2/ff/181210290.jpg,https://www.idealista.it/immobile/15649202/
378,28,colle turchese s/n,2,it,"{'typology': 'flat', 'subTypology': 'duplex'}",593778,False,0116,1,False,False,False,True,False,42.0284757,14.8527532,Petacciato,False,8,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",105000.0,1105.0,14901104,duplex,Campobasso,5,True,95.0,good,"{'subtitle': 'Petacciato', 'title': 'Dúplex en colle turchese s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/32/8c/14/168505786.jpg,https://www.idealista.it/immobile/14901104/
379,29,Via Berardino,4,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593775,False,(68695505),,False,False,,False,False,41.6093307,14.2918915,Pesche,False,20,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",115000.0,489.0,16411356,chalet,Isernia,6,False,235.0,good,"{'subtitle': 'Pesche', 'title': 'Villa en Via Berardino'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/11/ab/25/195530367.jpg,https://www.idealista.it/immobile/16411356/
380,30,"Via Appia, 945",2,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593738,False,(57465558),,False,False,,False,False,41.2552159,13.7140911,Minturno,False,16,sale,,255000.0,1275.0,15048592,chalet,Latina,3,True,200.0,good,"{'subtitle': 'Minturno', 'title': 'Villa en Via Appia, 945'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/23/28/0b/197027987.jpg,https://www.idealista.it/immobile/15048592/
381,31,Sant`Agapito,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593724,False,V071,,False,False,,False,False,41.5591216,14.2156825,Sant`Agapito,False,12,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",60000.0,1000.0,18068473,chalet,Isernia,4,False,60.0,renew,"{'subtitle': 'Sant`Agapito', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ef/89/85/228338275.jpg,https://www.idealista.it/immobile/18068473/
382,32,Via Castagna,3,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593724,False,v26,,False,False,,False,False,41.2556901,13.7146586,Minturno,False,10,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",420000.0,1200.0,7421743,chalet,Latina,6,False,350.0,good,"{'subtitle': 'Minturno', 'title': 'Villa en Via Castagna'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/89/9a/b7/27758627.jpg,https://www.idealista.it/immobile/7421743/
383,33,Mignano Monte Lungo,4,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593716,False,ITI 006-SU104,,False,False,,False,False,41.413428,13.985453,Mignano Monte Lungo,False,10,sale,,180000.0,391.0,95921,chalet,Caserta,12,False,460.0,good,"{'subtitle': 'Mignano Monte Lungo', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/59/fc/65/97636382.jpg,https://www.idealista.it/immobile/95921/
384,34,Sant`Agapito,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593709,False,V020,,False,False,,False,False,41.5634643,14.2220059,Sant`Agapito,False,14,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",230000.0,767.0,14533026,chalet,Isernia,10,False,300.0,good,"{'subtitle': 'Sant`Agapito', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/41/17/8f/153040565.jpg,https://www.idealista.it/immobile/14533026/
385,35,Minturno,3,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593697,False,A170VRG,en,False,False,,False,False,41.2568697,13.716231,Minturno,False,6,sale,,275000.0,1019.0,17127390,chalet,Latina,8,False,270.0,renew,"{'subtitle': 'Minturno', 'title': 'Villa'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/1c/61/49/209422284.jpg,https://www.idealista.it/immobile/17127390/
386,36,Via sauzo,2,it,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",593680,False,,,False,False,,False,False,41.2694808,13.7384645,Minturno,False,16,sale,,68000.0,453.0,14299545,countryHouse,Latina,5,False,150.0,renew,"{'subtitle': 'Minturno', 'title': 'Casa de pueblo en Via sauzo'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/5b/2b/99/148181928.jpg,https://www.idealista.it/immobile/14299545/
387,37,Viale europa,4,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593669,False,MQ092,bj,False,False,,False,False,41.5610161,14.2175611,Sant`Agapito,False,5,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",300000.0,769.0,13094929,chalet,Isernia,10,False,390.0,good,"{'subtitle': 'Sant`Agapito', 'title': 'Villa en Viale europa'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/d4/02/80/125684922.jpg,https://www.idealista.it/immobile/13094929/
388,38,Minturno,1,it,{'typology': 'flat'},593666,False,A161VRG,en,False,False,False,False,False,41.2559715,13.7140016,Minturno,False,7,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",125000.0,1488.0,17406955,flat,Latina,3,False,84.0,,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/51/b3/90/215063065.jpg,https://www.idealista.it/immobile/17406955/
389,39,Santi Cosma e Damiano,2,it,{'typology': 'flat'},593666,False,01-792,,False,False,,False,False,41.2897313,13.7740852,Santi Cosma e Damiano,False,11,sale,,280000.0,2333.0,15785923,flat,Latina,4,False,120.0,,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/d4/57/1b/183592445.jpg,https://www.idealista.it/immobile/15785923/
390,40,"Via Appia Vico 8, 8",2,it,{'typology': 'flat'},593659,False,,1,False,False,False,False,False,41.2557976,13.71354,Minturno,False,15,sale,,158000.0,1317.0,16255458,flat,Latina,4,True,120.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Appia Vico 8, 8'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/e9/35/ef/192845885.jpg,https://www.idealista.it/immobile/16255458/
391,41,Via Lago s/n,3,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593659,False,A303,,False,False,,False,False,41.3052165,13.8011042,Santi Cosma e Damiano,False,36,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",350000.0,2917.0,13879944,chalet,Latina,4,True,120.0,good,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Villa en Via Lago s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/54/9a/9a/140419048.jpg,https://www.idealista.it/immobile/13879944/
392,42,Viale Ippocrate s/n,6,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593615,False,VRA-1400,,False,False,,False,False,41.6005945,14.276059,Pesche,False,10,sale,,480000.0,44.0,14144807,chalet,Isernia,26,True,11000.0,good,"{'subtitle': 'Pesche', 'title': 'Villa en Viale Ippocrate s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/58/16/94/145355870.jpg,https://www.idealista.it/immobile/14144807/
393,43,"Via Sauzo, 34",1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593605,False,,,False,False,,True,False,41.2685421,13.7352904,Minturno,False,7,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",70000.0,854.0,13994622,chalet,Latina,3,True,82.0,renew,"{'subtitle': 'Minturno', 'title': 'Casa independiente en Via Sauzo, 34'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/16/9e/52/142588142.jpg,https://www.idealista.it/immobile/13994622/
394,44,"Via orticelle, 13",2,it,{'typology': 'flat'},593599,False,A212,1,False,False,False,False,False,41.2623484,13.7241021,Minturno,False,21,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",220000.0,1467.0,10114265,flat,Latina,4,True,150.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via orticelle, 13'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/68/75/5d/65412210.jpg,https://www.idealista.it/immobile/10114265/
395,45,"Via Tremensuoli da Sottopassaggio, 31",8,it,"{'typology': 'chalet', 'subTypology': 'villa'}",593598,False,W-02G324,,False,False,,False,False,41.2598491,13.7195996,Minturno,False,10,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",520000.0,743.0,17192231,chalet,Latina,14,True,700.0,good,"{'subtitle': 'Minturno', 'title': 'Villa en Via Tremensuoli da Sottopassaggio, 31'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/e9/6d/ba/214288664.jpg,https://www.idealista.it/immobile/17192231/
396,46,Sessano del Molise,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593588,False,MQ106,,False,False,,False,False,41.6376754,14.3302111,Sessano del Molise,False,5,sale,,128000.0,656.0,13094940,chalet,Isernia,9,False,195.0,good,"{'subtitle': 'Sessano del Molise', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/57/ca/bb/125684818.jpg,https://www.idealista.it/immobile/13094940/
397,47,tremensuoli s/n,2,it,{'typology': 'flat'},593570,False,CP0136,1,False,False,False,False,False,41.2630013,13.724695,Minturno,False,18,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",218000.0,1211.0,14477903,flat,Latina,7,True,180.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en tremensuoli s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/40/41/80/151647715.jpg,https://www.idealista.it/immobile/14477903/
398,48,Petacciato,2,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",593554,False,0424,,False,False,,False,False,42.0318311,14.8531626,Petacciato,False,16,sale,,129000.0,860.0,14901037,chalet,Campobasso,6,False,150.0,good,"{'subtitle': 'Petacciato', 'title': 'Chalet adosado'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/3d/9b/f9/168505145.jpg,https://www.idealista.it/immobile/14901037/
399,49,Petacciato,2,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",593538,False,0433,,False,False,,False,False,42.0302311,14.8509626,Petacciato,False,2,sale,,75000.0,625.0,14894573,chalet,Campobasso,5,False,120.0,good,"{'subtitle': 'Petacciato', 'title': 'Chalet adosado'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ac/e9/16/168390910.jpg,https://www.idealista.it/immobile/14894573/
400,0,"Via Piazzetella, Minturno, LT",2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",593536,False,,,False,False,,False,False,41.2627254,13.7235104,Minturno,False,11,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",140000.0,875.0,16697335,chalet,Latina,4,False,160.0,renew,"{'subtitle': 'Minturno', 'title': 'Casa independiente en Via Piazzetella, Minturno, LT'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/7a/9f/4a/200612143.jpg,https://www.idealista.it/immobile/16697335/
401,1,Petacciato,2,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",593523,False,0426,bj,False,False,,False,False,42.0323311,14.8532626,Petacciato,False,4,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",110000.0,917.0,14895703,chalet,Campobasso,5,False,120.0,good,"{'subtitle': 'Petacciato', 'title': 'Chalet adosado'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/06/b6/8e/168406041.jpg,https://www.idealista.it/immobile/14895703/
402,2,Minturno,2,it,{'typology': 'flat'},593515,False,1870,2,False,False,False,False,False,41.2553622,13.7098743,Minturno,False,35,sale,,145000.0,1686.0,14507178,flat,Latina,4,False,86.0,good,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/4e/4d/05/152244814.jpg,https://www.idealista.it/immobile/14507178/
403,3,"Via Tremensuoli da Sottopassaggio, 17",1,it,{'typology': 'flat'},593492,False,,en,False,False,False,False,False,41.2583827,13.7148391,Minturno,False,9,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",88000.0,1060.0,17802761,flat,Latina,3,True,83.0,renew,"{'subtitle': 'Minturno', 'title': 'Piso en Via Tremensuoli da Sottopassaggio, 17'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/10/26/37/223247145.jpg,https://www.idealista.it/immobile/17802761/
404,4,"Via Castagna, 42",1,it,"{'typology': 'flat', 'subTypology': 'penthouse'}",593490,False,A149VRG,3,False,False,False,False,False,41.2572587,13.7127797,Minturno,False,8,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",105000.0,1094.0,18105298,penthouse,Latina,3,True,96.0,renew,"{'subtitle': 'Minturno', 'title': 'Ático en Via Castagna, 42'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/61/b6/6b/229022897.jpg,https://www.idealista.it/immobile/18105298/
405,5,"Via Tremensuoli da Sottopassaggio, 17",1,it,{'typology': 'flat'},593489,False,,1,False,False,False,False,False,41.2583988,13.7147962,Minturno,False,9,sale,,83000.0,755.0,17802723,flat,Latina,3,True,110.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Tremensuoli da Sottopassaggio, 17'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/46/2e/fe/223246757.jpg,https://www.idealista.it/immobile/17802723/
406,6,"Via Lugano, 15",2,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",593461,False,,,False,False,,False,False,42.0315987,14.8513686,Petacciato,False,9,sale,,89000.0,593.0,17077686,chalet,Campobasso,5,True,150.0,good,"{'subtitle': 'Petacciato', 'title': 'Chalet adosado en Via Lugano, 15'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/49/f5/b6/208426211.jpg,https://www.idealista.it/immobile/17077686/
